Title,Rating,Description,Genre,Directors,Stars,Release Year
 Clarkson s Farm,8.6,"Jeremy Clarkson sets out to diversify, as a way of increasing his annual profit (£144 last year).","Documentary, Comedy, Reality-TV",[],[],2021
 The Marvelous Mrs Maisel,8.1,It's Midge's first day at her new job. Anybody know The Caisson Song?,"Comedy, Drama",[],[],2017
 Happy Valley,8.7,"Scores are settled for good on Catherine's final shift, and Ryan faces a moral dilemma. Series finale.","Crime, Drama, Thriller",[],[],2014
Andrew Santino Cheeseburger,6.5,No topic is safe in this unfiltered stand-up set from Andrew Santino as he skewers everything from global warming to sex injuries to politics,"Documentary, Comedy",[],[],2023
 Hell s Paradise Jigokuraku,8.4,"Gabimaru the ninja awaits execution, when he is visited by the executioner Yamada Asaemon with an unusual offer.","Animation, Action, Adventure",[],[],2023
India The Modi Question,7.5,Tensions in the world's largest democracy. India's Prime Minister Narendra Modi has been dogged by accusations over his attitude to the nation's Muslim minority. What's the truth?,Documentary,[],[],2023
The Unlikely Pilgrimage of Harold Fry,6.8,"Harold is an ordinary man who has passed through life, living on the side lines, until he goes to post a letter one day...and just keeps walking.",Drama,[],[],2023
 From,7.8,Tensions run high at Colony House when word of the coming food shortage leaks out; a night at the clinic takes a terrifying turn.,"Drama, Horror, Mystery",[],[],2022
 The Legend of Vox Machina,8.2,"Vox Machina travels to Vasselheim to search for allies, turning to a group of seedy bounty-hunters, called the Slayer's Take. They encounter a creature who holds information that could help them against the dragons of the Chroma Conclave.","Animation, Action, Adventure",[],[],2022
Through My Window Across the Sea,5.0,Follows Raquel and Ares as they face challenges in the next chapter of their relationship and their individual lives.,"Comedy, Drama, Romance",[],[],2023
 The Flash,6.6,"Team Flash works together to figure out how to protect Barry, all while being very careful who they trust; Cecile is skeptical of the plan after an unsuccessful attempt; Khione's confidence...                See full summary »","Action, Adventure, Drama",[],[],2014
MILF Manor,3.7,"From cities all across the country, eight confident and strong-minded women leave home for the chance to find love at a paradise destination.",Reality-TV,[],[],2023
Longest Third Date,6.5,"When Matt and Khani match on Hinge, sparks fly. They spontaneously fly to Costa Rica for their third date - and get stuck as the world shuts down in March 2020. An extended stay in paradise becomes the ultimate test of compatibility.","Documentary, Reality-TV",[],[],2023
Mumbai Mafia Police vs the Underworld,6.5,"In 1990s Mumbai, a crime boss and his network wield unchecked power over the city - until the rise of 'encounter cops' who brazenly kill their targets.","Documentary, Crime",[],[],2023
 My Hero Academia,9.2,"During Izuku's fight with Lady Nagant, she tells him secrets about hero society that further solidify his resolve to help those who need his help.","Animation, Action, Adventure",[],[],2016
 From,6.4,"As Boyd's condition grows more alarming, Sara's return to town puts him in a difficult position; Jim shares a troubling new theory about the town.","Drama, Horror, Mystery",[],[],2022
Sky High,6.3,"To remain independent of her father, who's a stolen-goods trafficker, a newly widowed single mom joins her late husband's gang of smash-and-grab thieves.","Action, Adventure, Crime",[],[],2023
Nate Bargatze Hello World,8.1,"""The Nicest Man in Stand-Up"" is back with a comedy special filmed at the Celebrity Theater in Phoenix, AZ.","Documentary, Comedy",[],[],2023
The Curious Case of Natalia Grace,7.1,This docuseries offers extraordinary access and exclusive insight into a world-renowned mystery. Initially assumed to be a 6-year-old Ukrainian orphan with a rare bone growth disorder she was actually a fully grown adult.,Documentary,[],[],2023
 The Flash,5.6,"A seemingly simple mold inspection at S.T.A.R. Labs leads to unexpected time anomalies; Chester admits a secret to Allegra, which makes things awkward between the two; Khione meets with an old friend of Team Flash.","Action, Adventure, Drama",[],[],2014
Unseen,5.6,Sam receives a call from Emily a nearly blind woman who is running from her murderous ex in the woods. She must survive the ordeal with Sam being her eyes using video call.,"Horror, Thriller",[],[],2023
 Vikings Valhalla,7.2,"Olaf lands in a terrible position after Forkbeard invades Kattegat. In hiding, Freydis and Harald must decide whether to fight for the throne or flee.","Action, Adventure, Drama",[],[],2022
 It s Always Sunny in Philadelphia,8.0,"After Frank shoots Dennis and Dee, they resolve to take Frank's gun away; Mac and Charlie go on a road trip with their moms to get their inheritances.",Comedy,[],[],2005
 Lockwood Co ,7.4,"After a job goes up in flames, Lockwood is given two weeks to come up with £60,000 in damages. Lucy uses the ring to communicate with the spirit.","Action, Adventure, Drama",[],[],2023
 The Diplomat,8.0,"As Rayburn's rep takes a hit, Kate drops in on Dennison's private meeting at the UK Foreign Office and learns startling information about the attack.","Drama, Thriller",[],[],2023
Spinning Gold,6.1,"A biopic of 1970s record producer Neil Bogart, co-founder of Casablanca Records.","Biography, Drama, Music",[],[],2023
 Lockwood Co ,7.7,"Hoping to pay back their debt, the team takes on a job for an unexpectedly high-profile client. But the task proves more treacherous than they imagined.","Action, Adventure, Drama",[],[],2023
The Clearing,6.1,A woman is forced to confront the nightmares of her past in order to stop a secret cult intent on gathering children to fulfil its master plan.,"Drama, Mystery, Thriller",[],[],2023
The Gilbert Diaries The Movie,9.3,"When a happy-go-lucky, but very naive, Gilbert embarks on his daily adventures, he comes across a variety of interesting encounters, opportunities, obstacles, and laughable moments alongside friends, family, and some adversaries",Comedy,[],[],2023
Up Here,6.4,"Following the extraordinary story of one ordinary couple, as they fall in love and discover that the single greatest obstacle to finding happiness together might just be themselves.","Comedy, Musical, Romance",[],[],2023
Black Lotus,4.2,An ex-special forces operative wages a one man war through the streets of Amsterdam to rescue his friend's daughter from the local crime syndicate.,"Action, Thriller",[],[],2023
 One Piece,8.0,"Usopp finds Kin'emon's upper body and the heavily wounded Kiku. However, they are surrounded by the Gifters and can't find a way out. Seeing the samurai giving up hope, Usopp remembers his determination.","Animation, Action, Adventure",[],[],1999
Pranaya Vilasam,6.9,Portrays love stories of different characters who are at different stages of their lives.,"Comedy, Drama, Romance",[],[],2023
Jared from Subway Catching a Monster,5.9,It showcases the untold story of the investigation that exposed the monster insidiously lurking behind Fogle's persona and how his true nature as a child sex predator was finally revealed.,"Documentary, Crime",[],[],2023
 The Marvelous Mrs Maisel,8.0,Midge's mouth gets her in trouble at work and Abe obsesses over a mistake.,"Comedy, Drama",[],[],2017
The Angel Next Door Spoils Me Rotten,7.5,"Mahiru is so beautiful that they call her ""angel"", Amane is an average boy who has never thought much about beauty, but everything changes when he sees Mahiru during a storm, and an incredible and unlikely relationship begins.","Animation, Comedy, Romance",[],[],2023
Deep Sea,6.9,"A girl strays into the dreamy deep sea world. In the deepest part of the sea, all secrets are hidden.",Animation,[],[],2023
Represent,6.6,A youth center leader from the suburbs of Paris becomes a candidate in the presidential election. But is France truly ready for a Black president?,Comedy,[],[],2023
 The Marvelous Mrs Maisel,8.3,Abe takes Midge's place at Parent-Teacher Day.,"Comedy, Drama",[],[],2017
Gülcemal,7.5,Abandoned by his mother as a boy. A man years later vows to get revenge on the mom and her new family all while unknowingly falling in love with her adopted daughter.,Drama,[],[],2023
 Your Honor,7.6,A grieving Michael Desiato is beyond hope. Eugene is aided by unlikely benefactors. Jimmy Baxter looks to expand his criminal empire while Gina Baxter channels her anger. The arrival of an Assistant U.S. Attorney upends Michael's life.,"Crime, Drama, Thriller",[],[],2020
8 Dîwar,7.5,Add a Plot,"Drama, Fantasy",[],[],2023
 Gotham Knights,6.8,"In an attempt to clear their names, Turner, Duela, Cullen, Harper and Carrie head back to the scene of the crime in search of Bruce Wayne's journals.","Action, Crime, Drama",[],[],2023
 One Piece,8.8,"Kaidou uses a form of drunk fighting known as Shuron Hakke which makes the battle harder for Luffy. Meanwhile at Mary Geoise, the Five Elders discuss a particularly troublesome Devil Fruit.","Animation, Action, Adventure",[],[],1999
 The Marvelous Mrs Maisel,8.1,Midge lands in hot water after a corporate gig goes south.,"Comedy, Drama",[],[],2017
Ennalum Ente Aliya,5.5,Two immigrant families who stay in the same building complex in Dubai inadvertently square up because of some misunderstandings. Things take a wild turn when the real culprits of the love affairs are revealed.,Comedy,[],[],2023
 FUBAR,6.8,"Forced to team up to take down Boro, Luke and Emma realize their newly strained relationship is only the start of their problems.","Action, Adventure, Thriller",[],[],2023
 Clarkson s Farm,8.9,"Jeremy's new herd of cows settle in, but soon reject the fence that keeps them in.","Documentary, Comedy, Reality-TV",[],[],2021
 That 90s Show,7.0,With her parents now gone and the rest of the summer ahead Leia aims to keep her new found friends interested in her by picking the perfect movie for movie night. Kitty opens their home to the neighbor Sherri much to the chagrin of Red.,"Comedy, Drama, Romance",[],[],2023
Everyone Else Burns,6.7,Follows a hyper-religious community. They will ask: how does an idiosyncratic family navigating modern life nowadays protect themselves from eternal hell fire?,Comedy,[],[],2023
My Dad the Bounty Hunter,7.1,Follows two children as they discover that their father is the toughest bounty hunter in all the galaxy when they accidentally hitch a ride into space.,"Animation, Action, Adventure",[],[],2023
Wave Makers,8.3,A heated election is on the horizon. A team of campaign staffers must confront tough choices while navigating a cutthroat political landscape.,Drama,[],[],2023
One Ranger,4.7,"Recruited by British intelligence, a Texas Ranger must track down and stop a dangerous terrorist from attacking London.","Action, Thriller",[],[],2023
Last Night of Amore,7.5,A police lieutenant named Franco Amore on the night before his retirement is called to investigate a crime scene where his best friend and long-time partner Dino has been killed during a diamond heist.,"Drama, Thriller",[],[],2023
